Scenario,Home_Temp,Population,Exp_Temp,Rep,Date and Time In,Date and Time Out,Total Time (days),# Start,# End,r,Temp.rep1,Temp.rep2
CG,36,4,36,4,1/30/2020 16:47,1/31/2020 11:21,0.77,7,9,0.32,36.4,36.4
CG,36,4,36,5,1/30/2020 16:47,1/31/2020 11:23,0.78,7,11,0.58,36.4,36.4
CG,36,4,36,6,1/30/2020 16:47,1/31/2020 11:26,0.78,7,9,0.32,36.4,36.4
CG,36,4,39,1,1/30/2020 16:36,1/31/2020 10:20,0.74,7,6,-0.21,36.4,36.4
CG,36,4,39,2,1/30/2020 16:36,1/31/2020 10:21,0.74,7,7,0,36.4,36.4
CG,36,4,39,3,1/30/2020 16:36,1/31/2020 10:22,0.74,7,7,0,36.4,36.4
CG,36,4,39,4,1/30/2020 16:36,1/31/2020 10:23,0.74,7,7,0,36.4,36.4
CG,36,4,39,5,1/30/2020 16:36,1/31/2020 10:25,0.74,7,7,0,36.4,36.4
CG,36,4,39,6,1/30/2020 16:36,1/31/2020 10:27,0.74,7,9,0.34,36.4,36.4
CG,36,1,10,1,1/30/2020 16:41,1/31/2020 9:48,0.71,7,6,-0.22,36.1,36.1
CG,36,1,10,2,1/30/2020 16:41,1/31/2020 9:50,0.71,7,6,-0.22,36.1,36.1
CG,36,1,10,3,1/30/2020 16:41,1/31/2020 9:53,0.72,7,6,-0.22,36.1,36.1
CG,36,1,10,4,1/30/2020 16:41,1/31/2020 9:54,0.72,7,6,-0.21,36.1,36.1
CG,36,1,10,5,1/30/2020 16:41,1/31/2020 9:56,0.72,7,6,-0.21,36.1,36.1
CG,36,1,10,6,1/30/2020 16:41,1/31/2020 9:58,0.72,7,7,0,36.1,36.1
CG,36,1,20,1,1/30/2020 16:39,1/31/2020 13:30,0.87,7,6,-0.18,36.1,36.1
CG,36,1,20,2,1/30/2020 16:39,1/31/2020 13:35,0.87,7,7,0,36.1,36.1
CG,36,1,20,3,1/30/2020 16:39,1/31/2020 13:44,0.88,7,7,0,36.1,36.1
CG,36,1,20,4,1/30/2020 16:39,1/31/2020 13:50,0.88,7,7,0,36.1,36.1
CG,36,1,20,5,1/30/2020 16:39,1/31/2020 13:56,0.89,7,7,0,36.1,36.1
CG,36,1,20,6,1/30/2020 16:39,1/31/2020 14:00,0.89,7,7,0,36.1,36.1
CG,36,1,25,1,1/30/2020 16:39,1/31/2020 13:54,0.89,7,13,0.7,36.1,36.1
CG,36,1,25,2,1/30/2020 16:39,1/31/2020 13:57,0.89,7,13,0.7,36.1,36.1
CG,36,1,25,3,1/30/2020 16:39,1/31/2020 14:00,0.89,7,12,0.61,36.1,36.1
CG,36,1,25,4,1/30/2020 16:39,1/31/2020 14:03,0.89,7,14,0.78,36.1,36.1
CG,36,1,25,5,1/30/2020 16:39,1/31/2020 14:06,0.89,7,11,0.51,36.1,36.1
CG,36,1,25,6,1/30/2020 16:39,1/31/2020 14:15,0.9,7,15,0.85,36.1,36.1
CG,36,1,28,1,1/30/2020 16:41,1/31/2020 14:20,0.9,7,24,1.37,36.1,36.1
CG,36,1,28,2,1/30/2020 16:41,1/31/2020 14:26,0.91,7,23,1.31,36.1,36.1
CG,36,1,28,3,1/30/2020 16:41,1/31/2020 14:31,0.91,7,24,1.35,36.1,36.1
CG,36,1,28,4,1/30/2020 16:41,1/31/2020 14:35,0.91,7,22,1.25,36.1,36.1
CG,36,1,28,5,1/30/2020 16:41,1/31/2020 14:39,0.92,7,25,1.39,36.1,36.1
CG,36,1,28,6,1/30/2020 16:41,1/31/2020 14:44,0.92,7,25,1.39,36.1,36.1
CG,36,1,30,1,1/30/2020 16:38,1/31/2020 10:47,0.76,7,14,0.92,36.1,36.1
CG,36,1,30,2,1/30/2020 16:38,1/31/2020 10:50,0.76,7,13,0.82,36.1,36.1
CG,36,1,30,3,1/30/2020 16:38,1/31/2020 10:54,0.76,7,15,1,36.1,36.1
CG,36,1,30,4,1/30/2020 16:38,1/31/2020 11:01,0.77,7,14,0.9,36.1,36.1
CG,36,1,30,5,1/30/2020 16:38,1/31/2020 11:04,0.77,7,13,0.81,36.1,36.1
CG,36,1,30,6,1/30/2020 16:38,1/31/2020 10:41,0.75,7,14,0.92,36.1,36.1
CG,36,1,32,1,1/30/2020 16:42,1/31/2020 14:29,0.91,7,30,1.6,36.1,36.1
CG,36,1,32,2,1/30/2020 16:42,1/31/2020 14:55,0.93,7,27,1.46,36.1,36.1
CG,36,1,32,3,1/30/2020 16:42,1/31/2020 15:01,0.93,7,37,1.79,36.1,36.1
CG,36,1,32,4,1/30/2020 16:42,1/31/2020 15:06,0.93,7,39,1.84,36.1,36.1
CG,36,1,32,5,1/30/2020 16:42,1/31/2020 15:10,0.94,7,28,1.48,36.1,36.1
CG,36,1,32,6,1/30/2020 16:42,1/31/2020 15:14,0.94,7,39,1.83,36.1,36.1
CG,36,1,36,1,1/30/2020 16:47,1/31/2020 13:24,0.86,7,17,1.03,36.1,36.1
CG,36,1,36,2,1/30/2020 16:47,1/31/2020 13:32,0.86,7,25,1.47,36.1,36.1
CG,36,1,36,3,1/30/2020 16:47,1/31/2020 13:36,0.87,7,13,0.71,36.1,36.1
CG,36,1,36,4,1/30/2020 16:47,1/31/2020 13:40,0.87,7,14,0.8,36.1,36.1
CG,36,1,36,5,1/30/2020 16:47,1/31/2020 13:43,0.87,7,23,1.36,36.1,36.1
CG,36,1,36,6,1/30/2020 16:47,1/31/2020 13:48,0.88,7,16,0.94,36.1,36.1
CG,36,1,39,1,1/30/2020 16:36,1/31/2020 10:01,0.73,7,7,0,36.1,36.1
CG,36,1,39,2,1/30/2020 16:36,1/31/2020 10:02,0.73,7,8,0.18,36.1,36.1
CG,36,1,39,3,1/30/2020 16:36,1/31/2020 10:03,0.73,7,7,0,36.1,36.1
CG,36,1,39,4,1/30/2020 16:36,1/31/2020 10:04,0.73,7,7,0,36.1,36.1
CG,36,1,39,5,1/30/2020 16:36,1/31/2020 10:05,0.73,7,6,-0.21,36.1,36.1
CG,36,1,39,6,1/30/2020 16:36,1/31/2020 10:06,0.73,7,6,-0.21,36.1,36.1
